gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,TenureBand,RevenueTier,CustomerLifetimeValue,RevenueRisk,RiskScore,RiskCategory,CustomerValue,RevenueBand
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0,0-12 Months,Medium,354.90000000000003,0.0,70,High,Low Value,Medium Revenue
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,0-12 Months,Low,83.4,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,0,25-48 Months,High,2935.35,0.0,30,Low,Medium Value,High Revenue
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,25-48 Months,High,2107.35,78.05,70,High,Medium Value,High Revenue
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,49-72 Months,Low,1695.6000000000001,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0,0-12 Months,Low,19.75,0.0,70,High,Low Value,Low Revenue
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,0,49-72 Months,Medium,4007.9500000000003,0.0,0,Low,High Value,Medium Revenue
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,13-24 Months,High,1117.3500000000001,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,25-48 Months,Medium,1465.0,58.6,40,Medium,Medium Value,Medium Revenue
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,49-72 Months,Medium,3386.85,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,0-12 Months,Medium,35.45,35.45,70,High,Low Value,Low Revenue
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,0-12 Months,Medium,88.7,44.35,70,High,Low Value,Medium Revenue
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,25-48 Months,Low,1105.1,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0,13-24 Months,High,1725.0,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0,49-72 Months,Low,1292.8,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0,49-72 Months,Low,1117.2,0.0,0,Low,Medium Value,Low Revenue
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0-12 Months,High,70.45,70.45,100,High,Low Value,High Revenue
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,49-72 Months,High,6339.599999999999,0.0,0,Low,High Value,High Revenue
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,0-12 Months,High,569.2,71.15,70,High,Low Value,High Revenue
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,49-72 Months,High,6164.05,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,0,49-72 Months,High,5395.2,0.0,30,Low,High Value,High Revenue
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,49-72 Months,Low,1700.45,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0,49-72 Months,High,6438.25,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0,0-12 Months,Low,58.800000000000004,0.0,30,Low,Low Value,Low Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,0-12 Months,Medium,45.65,45.65,70,High,Low Value,Medium Revenue
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0,25-48 Months,Medium,1935.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,13-24 Months,Medium,1042.5,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,0-12 Months,Medium,548.4,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,0-12 Months,High,665.0,95.0,100,High,Low Value,Premium Revenue
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,0,49-72 Months,High,7570.5,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0,49-72 Months,High,5338.2,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,0-12 Months,Low,118.19999999999999,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,13-24 Months,High,1132.6000000000001,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,13-24 Months,High,1851.3000000000002,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0,13-24 Months,Low,443.29999999999995,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,0,13-24 Months,Medium,1028.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,0-12 Months,Low,257.0,0.0,30,Low,Low Value,Low Revenue
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,0,13-24 Months,Medium,728.0,0.0,40,Medium,Low Value,Medium Revenue
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,13-24 Months,High,1648.0,82.4,70,High,Medium Value,High Revenue
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,0-12 Months,Medium,139.4,0.0,100,High,Low Value,Medium Revenue
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,49-72 Months,High,3916.7000000000003,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0,0-12 Months,Low,226.60000000000002,0.0,30,Low,Low Value,Low Revenue
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0,49-72 Months,Low,1373.1,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,0-12 Months,High,283.6,70.9,100,High,Low Value,High Revenue
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,49-72 Months,High,6411.599999999999,0.0,0,Low,High Value,High Revenue
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,49-72 Months,Medium,2627.3999999999996,45.3,40,Medium,Medium Value,Medium Revenue
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0,13-24 Months,Low,326.4,0.0,40,Medium,Low Value,Low Revenue
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0,25-48 Months,High,3622.75,0.0,30,Low,Medium Value,High Revenue
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,0-12 Months,High,208.8,104.4,100,High,Low Value,Premium Revenue
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0,13-24 Months,High,1147.3,0.0,0,Low,Medium Value,High Revenue
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,49-72 Months,High,5027.049999999999,94.85,30,Low,High Value,Premium Revenue
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0,25-48 Months,Low,657.6,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0,25-48 Months,Low,839.8,0.0,40,Medium,Low Value,Low Revenue
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,13-24 Months,High,1116.75,74.45,70,High,Medium Value,High Revenue
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,0-12 Months,High,535.15,76.45,100,High,Low Value,High Revenue
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,13-24 Months,High,1580.25,0.0,70,High,Medium Value,Premium Revenue
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,49-72 Months,Low,1253.55,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,0-12 Months,Low,29.95,29.95,70,High,Low Value,Low Revenue
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,0-12 Months,Medium,45.3,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,0-12 Months,High,676.0,84.5,100,High,Low Value,High Revenue
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0,25-48 Months,High,2466.75,0.0,0,Low,Medium Value,High Revenue
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,13-24 Months,High,1030.25,79.25,70,High,Medium Value,High Revenue
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,0-12 Months,Low,24.8,24.8,70,High,Low Value,Low Revenue
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,13-24 Months,Medium,1036.0,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0,0-12 Months,Low,91.19999999999999,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,0,13-24 Months,Low,255.45,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,25-48 Months,Medium,2264.0,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,25-48 Months,High,3091.7000000000003,0.0,0,Low,Medium Value,High Revenue
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,0-12 Months,High,546.0,91.0,100,High,Low Value,Premium Revenue
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,49-72 Months,Low,1362.75,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,0,49-72 Months,High,7898.400000000001,0.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,0,49-72 Months,Low,1138.7,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,13-24 Months,High,1931.0,0.0,70,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,13-24 Months,Low,578.4000000000001,0.0,0,Low,Low Value,Low Revenue
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,49-72 Months,High,6569.65,0.0,70,High,High Value,Premium Revenue
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,49-72 Months,High,8082.0,0.0,30,Low,High Value,Premium Revenue
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0,0-12 Months,Low,20.75,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,0,25-48 Months,High,2751.3,0.0,30,Low,Medium Value,Premium Revenue
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,13-24 Months,High,1120.7,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,0,49-72 Months,High,7494.05,0.0,30,Low,High Value,Premium Revenue
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,13-24 Months,High,1017.9,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,0,25-48 Months,Medium,3029.3999999999996,0.0,70,High,Medium Value,Medium Revenue
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,0,25-48 Months,High,2638.35,0.0,30,Low,Medium Value,High Revenue
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,0,49-72 Months,Medium,3992.4,0.0,0,Low,High Value,Medium Revenue
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,0-12 Months,High,79.9,79.9,100,High,Low Value,High Revenue
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,13-24 Months,High,2025.3999999999999,106.6,70,High,Medium Value,Premium Revenue
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,0,49-72 Months,High,6556.8,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,0-12 Months,Medium,92.0,46.0,70,High,Low Value,Medium Revenue
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0,0-12 Months,Low,25.25,0.0,70,High,Low Value,Low Revenue
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,0,49-72 Months,Low,1204.75,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,0,25-48 Months,Low,580.0,0.0,0,Low,Low Value,Low Revenue
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,0,13-24 Months,High,1996.3999999999999,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,49-72 Months,Medium,3348.75,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,0,49-72 Months,Medium,3258.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,0,49-72 Months,Medium,3735.6,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0,49-72 Months,High,5473.0,0.0,0,Low,High Value,High Revenue
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,0,0-12 Months,High,640.0,0.0,100,High,Low Value,High Revenue
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,1,0-12 Months,High,280.6,70.15,100,High,Low Value,Medium Revenue
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0,49-72 Months,Low,1757.25,0.0,0,Low,Medium Value,Low Revenue
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,0,0-12 Months,Low,20.2,0.0,30,Low,Low Value,Low Revenue
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,1,0-12 Months,Medium,200.2,50.05,70,High,Low Value,Medium Revenue
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0,0-12 Months,Low,232.20000000000002,0.0,30,Low,Low Value,Low Revenue
Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,0,13-24 Months,Medium,1214.4,0.0,0,Low,Medium Value,Medium Revenue
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,0,25-48 Months,High,2515.65,0.0,0,Low,Medium Value,High Revenue
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,1,0-12 Months,Medium,55.2,55.2,70,High,Low Value,Medium Revenue
Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,0,25-48 Months,High,2697.0,0.0,70,High,Medium Value,Premium Revenue
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,0,25-48 Months,High,4009.1,0.0,0,Low,High Value,High Revenue
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,0,49-72 Months,High,5832.0,0.0,30,Low,High Value,Premium Revenue
